County,Location Lat-Long,Cleanup Type,Cleanup Date,Cleanup Site,Adults,Children,People,Pounds,Miles,Bags,Cigarette Butts,Food Wrappers,Take Out/Away Containers (Plastic),Take Out/Away Containers (Foam),Bottle Caps (Plastic),Bottle Caps (Metal),Lids (Plastic),"Straws, Stirrers","Forks, Knives, Spoons",Beverage Bottles (Plastic),Beverage Bottles (Glass),Beverage Cans,Grocery Bags (Plastic),Other Plastic Bags,Paper Bags,"Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps",Fishing Net & Pieces,Fishing Line,Rope,6-Pack Holders,Other Plastic/Foam Packaging,Other Plastic Bottles,Strapping Bands,Tobacco Packaging/Wrap,Appliances,Balloons,Cigar Tips,Cigarette Lighters,Construction Materials,Fireworks,Tires,Toys,Condoms,Diapers,Syringes,Tampons/Tampon Applicators,Foam Pieces,Glass Pieces,Plastic Pieces,"Clothing, Shoes",Shotgun Shells/Wadding,Light Bulbs/Tubes,Batteries,Cars/Car Parts,55-Gallon Drums
Sussex,"(38.9266951, -75.3678842)",Beach,09/19/2015,Cedar Beach,5,5,10,70,0.25,5,,1,,,8,1,2,1,,12,11,9,9,12,,2,4,1,3,3,2,5,,4,,,4,,9,,1,0,,,,,,,,,,18,,,,,,
Sussex,"(38.2600133, -75.8563004)",Beach,09/19/2015,Nanticoke Wildlife Area,9,3,12,800,5,18,400,100,75,15,10,5,6,4,2,720,230,375,55,10,15,5,7,,0,,,,,,8,,15,,3,,,0,,,,,,,,300,300,300,,,,,,
Sussex,"(38.7258873, -75.0779057)",Beach,09/19/2015,Deauville,8,2,10,50,0.5,6,310,107,17,10,49,4,15,22,10,10,11,8,4,18,,5,3,5,0,1,,2,,,,2,,,3,2,1,0,1,,,,1,,,4,2,41,,,,,,
Kent,"(39.3322196, -75.4743891)",Beach,09/19/2015,Woodland Beach-Main Beach,13,4,17,64,1,10,896,22,6,10,31,36,7,21,8,43,39,75,10,18,1,1,10,6,1,9,12,11,2,20,8,,7,,1,66,4,19,5,,,2,1,,,8,166,34,,,,,,
Sussex,"(38.7666667, -75.0958333)",Beach,09/19/2015,Cape Henlopen State Park - Main Beach,17,0,17,45,1,4,108,63,2,,42,7,16,22,3,13,1,3,15,21,9,5,3,3,0,1,,,,35,,,,,,8,,1,,,,,,,,2,,69,,,,,,
Sussex,"(38.5566846578264, -75.6125793477986)",Beach,09/19/2015,Nanticoke Wildlife Area - Portsville Millpond,8,3,11,180,0.75,15,379,62,10,3,13,18,19,12,1,167,65,22,33,22,7,6,14,27,4,,,3,1,2,2,,10,,,,,6,,,,3,7,,2,11,191,13,,,,,,
Sussex,"(38.7162058782707, -75.1487159729003)",Beach,09/19/2015,Arnell Creek Boat Ramp,6,0,6,150,0.25,4,20,10,1,5,4,5,5,3,2,23,18,46,17,14,,,2,4,4,3,7,7,2,29,,,,,,,,0,,4,,,,,,40,3,23,,,,,,
Sussex,"(38.7908785556447, -75.1656675338745)",Beach,09/19/2015,Lewes Boat Ramp,14,1,15,50,2,3,1228,71,1,,34,37,20,16,4,17,11,20,22,30,3,4,8,3,1,40,561,33,,20,12,16,9,,5,2,,16,,,,,1,,,18,17,74,,,,,,
New Castle,"(39.3718170728992, -75.5511245748493)",Beach,09/19/2015,Cedar Swamp Wildlife Area - Thoroughfare Neck Road,2,3,5,40,1,4,76,39,,,,2,7,2,,47,13,86,5,8,6,8,7,3,2,,2,,3,1,,,14,,,,,1,,1,,,,,,,,,,,,,,
Sussex,"(38.6071135162914, -75.0609970092773)",Beach,09/19/2015,Delaware Seashore State Park - South Inlet,8,0,8,20,0.5,2,79,37,2,1,7,2,3,18,5,2,,1,8,4,,8,,1,1,,1,2,,1,,2,,,1,1,1,21,,,,,,,1,4,,20,,,,,,
Sussex,,Beach,09/27/2015,Prime Hook Beach,20,0,20,25,2,6,4,36,9,3,101,1,10,14,2,31,2,18,7,23,1,2,18,2,9,5,6,4,,10,3,5,,,19,12,1,2,15,,,,,,1,35,,50,,,,,,
New Castle,"(39.656635371471, -75.568631887436)","Land (beach, shoreline and inland)",09/16/2016,Battery Park,71,0,71,300,2,80,621,154,28,2,520,48,77,105,52,245,33,31,30,52,55,40,61,18,0,6,15,6,9,100,14,14,13,0,2,40,31,9,7,1,0,0,0,0,22,179,12,565,,,,,,
New Castle,"(39.763799290504, -75.485204458237)","Land (beach, shoreline and inland)",09/17/2016,Fox Point State Park,57,6,63,300,2.5,14,105,89,19,0,195,4,18,75,8,274,9,42,36,43,7,21,18,7,3,3,2,3,2,7,3,3,10,0,0,18,7,13,3,0,0,2,0,1,1,83,27,80,,,,,,
Sussex,"(38.59127176497, -75.130176544189)","Land (beach, shoreline and inland)",09/17/2016,Holts Landing State Park,13,2,15,146,2,11,186,77,121,29,42,17,26,12,11,94,89,145,33,24,10,10,9,11,1,0,13,25,0,0,14,10,14,0,1,13,0,0,2,0,0,1,0,0,0,10,11,43,,,,,,
Sussex,"(38.787637526712, -75.088119506836)","Land (beach, shoreline and inland)",09/17/2016,Cape Henlopen State Park - Main Beach,12,49,61,50,1,8,202,35,2,0,103,10,12,32,5,19,1,13,2,17,9,15,12,1,0,6,1,20,1,33,7,8,5,1,3,6,2,8,10,0,0,2,2,0,0,13,1,128,,,,,,
Sussex,"(38.786433769908, -75.101637840271)","Land (beach, shoreline and inland)",09/17/2016,Cape Henlopen State Park - Fishing Pier,35,20,55,200,1,9,235,64,6,1,93,14,12,17,3,22,6,6,13,31,5,6,10,4,4,9,11,28,0,21,0,19,10,1,10,8,1,44,1,0,0,0,1,1,1,30,25,258,,,,,,
Sussex,"(38.763744907237, -75.082068443298)","Land (beach, shoreline and inland)",09/17/2016,Cape Henlopen State Park - Herring Point,39,6,45,125,1,14,1279,253,19,2,442,9,17,98,11,58,1,25,15,56,24,21,15,7,10,15,21,6,0,58,1,12,32,0,16,40,0,11,9,2,0,6,2,2,6,72,5,361,,,,,,
Sussex,"(38.803109775265, -75.09635925293)","Land (beach, shoreline and inland)",09/17/2016,Cape Henlopen State Park - The Point,35,3,38,75,2,10,38,10,1,0,44,5,10,12,1,30,3,1,15,21,2,4,4,4,2,4,4,6,2,21,0,7,0,0,18,4,2,4,0,0,0,0,0,0,0,5,2,87,,,,,,
Sussex,"(38.749579132021, -75.086488723755)","Land (beach, shoreline and inland)",09/17/2016,Cape Henlopen State Park - Gordon's Pond,33,3,36,50,3,16,1009,415,4,0,541,9,23,47,10,23,1,9,20,28,5,15,11,1,0,47,37,19,1,15,9,2,3,1,31,40,0,36,6,0,0,3,1,3,11,14,1,579,,,,,,
Sussex,"(38.609907511268, -75.068099498749)","Land (beach, shoreline and inland)",09/17/2016,Delaware Seashore State Park - North Inlet,28,21,49,60,1.5,14,206,55,4,10,296,11,30,13,20,12,1,11,17,24,3,4,9,3,24,2,6,19,2,4,2,8,8,0,34,37,9,14,9,1,1,0,0,0,4,16,4,14,,,,,,
Sussex,"(38.60576536635, -75.064258575439)","Land (beach, shoreline and inland)",09/17/2016,Delaware Seashore State Park - South Inlet,12,1,13,25,0.5,4,211,34,1,0,31,6,6,20,4,21,5,10,6,19,3,7,3,4,0,6,2,0,0,10,3,2,2,0,7,3,1,6,0,0,0,1,0,0,1,15,0,64,,,,,,
Sussex,"(38.60576536635, -75.064258575439)","Land (beach, shoreline and inland)",09/17/2016,Fenwick Island State Park,12,1,13,65,2,8,194,69,8,0,106,3,4,35,6,36,0,9,16,31,5,5,8,1,2,3,2,7,0,18,2,5,3,0,13,4,0,16,10,0,0,0,0,0,0,1,0,31,,,,,,
Sussex,"(38.670729710793, -75.07043838501)","Land (beach, shoreline and inland)",09/17/2016,Delaware Seashore State Park - 3 R's Road,14,9,23,80,2,15,665,115,8,3,74,13,9,30,7,23,4,9,10,48,1,7,9,7,14,2,7,2,2,64,0,7,2,0,16,10,3,11,9,0,0,0,0,0,0,16,0,44,,,,,,
Kent,"(39.136996057984, -75.409705638885)","Land (beach, shoreline and inland)",09/17/2016,Pickering Beach,24,3,27,130,1,5,3,7,3,0,89,25,13,4,5,41,2,24,2,26,7,0,6,1,0,0,0,5,1,10,0,1,1,0,7,4,0,5,0,0,0,0,0,0,3,3,44,82,,,,,,
Kent,"(39.102463258538, -75.401734113693)","Land (beach, shoreline and inland)",09/17/2016,Kitts Hummock,49,16,65,58,2,15,6,129,10,2,83,0,19,30,8,108,24,59,8,29,10,0,12,8,16,7,12,7,1,5,1,4,0,1,34,2,1,44,15,4,0,0,0,0,13,6,10,60,,,,,,
Kent,"(39.061477755483, -75.397131443024)","Land (beach, shoreline and inland)",09/17/2016,North Bowers Beach,30,32,62,150,1,21,814,64,5,1,91,37,25,15,2,33,15,40,19,11,2,7,4,0,3,7,12,23,0,6,2,5,8,0,3,28,2,15,3,0,0,0,1,0,1,1,6,39,,,,,,
Kent,"(39.054441527407, -75.393075942993)","Land (beach, shoreline and inland)",09/17/2016,South Bowers Beach,20,20,40,220,0.75,22,30,55,8,0,49,26,11,13,3,98,144,62,33,47,16,7,13,12,2,9,0,8,4,24,2,4,14,0,9,4,0,14,22,8,0,1,3,3,5,12,37,90,,,,,,
